province,municipality,id,primary,secondary,lat,lng,precise,contact
Camarines Norte,Basud,"Basud, Camarines Norte",COMELEC Office Basud,"Municipal Bldg., Maharlika Highway, Poblacion 2, Basud",14.06904,122.9627842,TRUE,09777441580 / 09098628000
Camarines Norte,Capalonga,"Capalonga, Camarines Norte",COMELEC Office Capalonga,"Ground Floor, Municipal Bldg., Capalonga",14.3310366,122.4924688,TRUE,09485946926 / 09260377375
Camarines Norte,Daet,"Daet, Camarines Norte",COMELEC Office Daet,"Jarencio Bldg., Brgy. Pamorangon, Daet",14.112333,122.9556967,FALSE,9106095974
Camarines Norte,Jose Panganiban,"Jose Panganiban, Camarines Norte",COMELEC Office Jose Panganiban,"Municipal Bldg., Angat St.,  Poblacion",14.2898955,122.691769,TRUE,9209161723
Camarines Norte,Labo,"Labo, Camarines Norte",COMELEC Office Labo,"Ground Floor, Municipal Bldg., Brgy. Gumamela, Labo",14.1543524,122.8285243,TRUE,9063002326
Camarines Norte,Mercedes,"Mercedes, Camarines Norte",COMELEC Office Mercedes,"Municipal Bldg., Eco Avenue, Brgy. 5, Mercedes",14.1094447,123.0093071,TRUE,9186319119
Camarines Norte,Paracale,"Paracale, Camarines Norte",COMELEC Office Paracale,"Ground Floor, Old Municipal Bldg., Poblacion Norte, Paracale",14.2795995,122.7873227,TRUE,09771382215 / 09477971018
Camarines Norte,San Lorenzo Ruiz,"San Lorenzo Ruiz, Camarines Norte",COMELEC Office San Lorenzo Ruiz,"LGU Grounds, LGU San Lorenzo Ruiz",14.0351267,122.8645662,FALSE,9052199385
Camarines Norte,San Vicente,"San Vicente, Camarines Norte",COMELEC Office San Vicente,"Municipal Bldg., Poblacion, Kanluran, San Vicente",14.1064593,122.873313,TRUE,9302859505
Camarines Norte,Santa Elena,"Santa Elena, Camarines Norte",COMELEC Office Santa Elena,"Sta. Elena Municipal Bldg., P5, Poblacion, Sta. Elena",14.1799094,122.3923266,TRUE,09331679330 / 09475651146
Camarines Norte,Talisay,"Talisay, Camarines Norte",COMELEC Office Talisay,"2nd Floor, Talisay Municipal Bldg., Talisay",14.1349581,122.9237258,TRUE,9088652530
Camarines Norte,Vinzons,"Vinzons, Camarines Norte",COMELEC Office Vinzons,"Municipal Bldg., Annex II, Poblacion, Vinzons",14.1739546,122.907596,TRUE,9106716271
Camarines Sur,Baao,"Baao, Camarines Sur",COMELEC Office Baao,"2nd Floor, Municipal Hall, Del Rosario, Baao",13.4533252,123.366566,TRUE,(054) 2663301 / 09171347101 / 09127669913 / 09175033549
Camarines Sur,Balatan,"Balatan, Camarines Sur",COMELEC Office Balatan,"2nd Floor, Municipal Hall, Balatan",13.316667,123.233333,TRUE,9173014980
Camarines Sur,Bato,"Bato, Camarines Sur",COMELEC Office Bato,"Municipal Hall Compound, Tres Reyes, Bato",13.3572515,123.3677422,TRUE,9205734924
Camarines Sur,Bombon,"Bombon, Camarines Sur",COMELEC Office Bombon,"Abc Bldg. San Isidro, Bombon",13.6858046,123.1989068,FALSE,(054) 8816119
Camarines Sur,Buhi,"Buhi, Camarines Sur",COMELEC Office Buhi,"1st Floor, Municipal Bldg., San Buenaventura, Buhi",13.4342347,123.5171171,TRUE,9104602514
Camarines Sur,Bula,"Bula, Camarines Sur",COMELEC Office Bula,"2nd Floor, BUB Bldg., Bula",13.4683491,123.2778401,FALSE,9128241560
Camarines Sur,Cabusao,"Cabusao, Camarines Sur",COMELEC Office Cabusao,"Dato Bldg., Municipal Compound, New Poblacion, Cabusao",13.7273308,123.1126991,TRUE,9088626080
Camarines Sur,Calabanga,"Calabanga, Camarines Sur",COMELEC Office Calabanga,"Municipal Hall Complex, San Pablo, Calabanga",13.708545,123.2157561,TRUE,9182776565
Camarines Sur,Camaligan,"Camaligan, Camarines Sur",COMELEC Office Camaligan,"Ground Floor, Executive Bldg., Sto. Domingo, Camaligan",13.6210464,123.1639475,FALSE,9295024710
Camarines Sur,Canaman,"Canaman, Camarines Sur",COMELEC Office Canaman,"2nd Floor, Market Bldg., Brgy. Pangpang, Canaman",13.6475888,123.1705562,FALSE,9175912671
Camarines Sur,Caramoan,"Caramoan, Camarines Sur",COMELEC Office Caramoan,"Municipal Hall Compound, Real St., Tawog, Caramoan",13.77036,123.8630737,TRUE,09202780545 / 09452664913
Camarines Sur,Del Gallego,"Del Gallego, Camarines Sur",COMELEC Office Del Gallego,"2nd Floor, Market Bldg., Zone I Fatima Poblacion, Del Gallego",13.9225812,122.5938087,FALSE,9983340929
Camarines Sur,Gainza,"Gainza, Camarines Sur",COMELEC Office Gainza,"Del Rosario St., 2nd District Poblacion, Gainza",13.6162259,123.1402591,FALSE,9994051592
Camarines Sur,Garchitorena,"Garchitorena, Camarines Sur",COMELEC Office Garchitorena,"Municipal Compound, Dominic Cea Ave. Brgy. IV Poblacion, Garchitorena",13.8818495,123.6977233,TRUE,9296861335
Camarines Sur,Goa,"Goa, Camarines Sur",COMELEC Office Goa,"Room 205, 2nd Floor, Municipal Hall, Brgy. Tagongtong, Goa",13.6973443,123.4885073,TRUE,(054) 8810535 / 09284859658
Camarines Sur,Iriga City,"Iriga City, Camarines Sur",COMELEC Office Iriga City,"OEO, New Government Center, Sta. Cruz Sur, Iriga City",13.4222626,123.4129406,FALSE,(054) 2992360
Camarines Sur,Lagonoy,"Lagonoy, Camarines Sur",COMELEC Office Lagonoy,"Annex Bldg., Municipal Hall, San Francisco, Lagonoy",13.7353849,123.520948,TRUE,9618770736
Camarines Sur,Libmanan,"Libmanan, Camarines Sur",COMELEC Office Libmanan,"OEO, Municipal Hall Bldg., Libod 1, Libmanan",13.6960365,123.0612123,TRUE,(054) 5119363
Camarines Sur,Lupi,"Lupi, Camarines Sur",COMELEC Office Lupi,"OEOColacling, Lupi",13.7902611,122.9089501,FALSE,0917893796 / 09998887471
Camarines Sur,Magarao,"Magarao, Camarines Sur",COMELEC Office Magarao,"Maragao Convention Center, an Isidro Poblacion, Maragao",13.6614431,123.1895984,FALSE,0908 811 2689
Camarines Sur,Milaor,"Milaor, Camarines Sur",COMELEC Office Milaor,"OEO, Sto. Domingo, Milaor",13.5945838,123.1767191,FALSE,(054) 472 3322 / 09287365371
Camarines Sur,Minalabac,"Minalabac, Camarines Sur",COMELEC Office Minalabac,"COMELEC Bldg., LGU Compound  San JuanSan Lorenzo, Minalabac",13.5688948,123.1816453,FALSE,9988654918
Camarines Sur,Nabua,"Nabua, Camarines Sur",COMELEC Office Nabua,"2nd Floor LRDC Bldg., Nabua Municipal Centre, San Isidro, Nabua",13.4075246,123.3730644,TRUE,9196239742
Camarines Sur,Naga City,"Naga City, Camarines Sur",COMELEC Office Naga City,"OEO, City Hall Compound, J. Miranda Ave., Brgy. Concepcion Pequena, Naga City",13.6240122,123.1850318,TRUE,(054) 8812052
Camarines Sur,Ocampo,"Ocampo, Camarines Sur",COMELEC Office Ocampo,"LGU Compound, SK Bldg., Poblacion West, Ocampo",13.5635001,123.3724247,FALSE,9665376500
Camarines Sur,Pamplona,"Pamplona, Camarines Sur",COMELEC Office Pamplona,"Zone 2, Municipal Bldg., Poblacion, Pamplona",13.5922305,123.0826876,TRUE,9985531739
Camarines Sur,Pasacao,"Pasacao, Camarines Sur",COMELEC Office Pasacao,"2nd Floor, Municipal Bldg., Sta. Rosa Del Norte, Pasacao",13.5102072,123.0411504,TRUE,(054) 5139204
Camarines Sur,Pili,"Pili, Camarines Sur",COMELEC Office Pili,"Municipal Bldg., San Juan, Pili",13.5561041,123.2741192,TRUE,09208260274 / 09951085736
Camarines Sur,Presentacion,"Presentacion, Camarines Sur",COMELEC Office Presentacion,"Integrated People's Center, Municipal Compound, Presentacion",13.7101578,123.7456585,TRUE,9088120712
Camarines Sur,Ragay,"Ragay, Camarines Sur",COMELEC Office Ragay,"Municipal Bldg., Poblacion, Ilaod, Ragay",13.8210634,122.78763,TRUE,9175126224
Camarines Sur,Sagnay,"Sagnay, Camarines Sur",COMELEC Office Sagnay,"2nd Floor, Old Municipal Bldg., San Isidro, Sagnay",13.6033934,123.5227082,TRUE,9307600676
Camarines Sur,San Fernando,"San Fernando, Camarines Sur",COMELEC Office San Fernando,"OEO, SB Bldg., LGU Compound, Bonifacio, San Fernando",13.5634887,123.1413328,FALSE,9175447511
Camarines Sur,San Jose,"San Jose, Camarines Sur",COMELEC Office San Jose,"Ground Floor, Municipal Bldg., San Jose",13.6981652,123.5181339,TRUE,9392038750
Camarines Sur,Sipocot,"Sipocot, Camarines Sur",COMELEC Office Sipocot,"Municipal Compound, South Centro, Sipocot",13.766636,122.9785788,TRUE,9177776608
Camarines Sur,Siruma,"Siruma, Camarines Sur",COMELEC Office Siruma,"SB Hall Compound, Poblacion, Siruma",14.0205642,123.2586653,FALSE,09078448863 / 09565225072
Camarines Sur,Tigaon,"Tigaon, Camarines Sur",COMELEC Office Tigaon,"Municipal Hall Bldg., Caraycayon, Tigaon",13.6339406,123.4973118,TRUE,9472205185
Camarines Sur,Tinambac,"Tinambac, Camarines Sur",COMELEC Office Tinambac,"OEO, Municipal Compound, Binalay, Tinambac",13.8183125,123.3253366,TRUE,9126703722
Camiguin,Catarman,"Catarman, Camiguin",COMELEC Office Catarman,"GF SB Bldg., Poblacion Catarman Camiguin",9.1250129,124.6770831,FALSE,
Camiguin,Guinsiliban,"Guinsiliban, Camiguin",COMELEC Office Guinsiliban,"South Poblacion, Guinsiliban Camiguin",9.09653,124.78026,FALSE,
Camiguin,Mahinog,"Mahinog, Camiguin",COMELEC Office Mahinog,"GF SB Bld., Mahinog Municipal Hall",9.1548936,124.7840906,TRUE,
Camiguin,Mambajao,"Mambajao, Camiguin",COMELEC Office Mambajao,"GF Mambajao Municipal Hall Poblacion, Mambajao Camiguin",9.2532289,124.7168002,TRUE,
Camiguin,Sagay,"Sagay, Camiguin",COMELEC Office Sagay,"Municipal Hall, Sagay Camiguin",9.107366,124.7243703,TRUE,
Capiz,Cuartero,"Cuartero, Capiz",COMELEC Office Cuartero,"OEO, Cuartero, Municipal Bldg., Poblacion Ilawod, Cuartero, Capiz",11.3411591,122.6694276,TRUE,9778036386
Capiz,Dao,"Dao, Capiz",COMELEC Office Dao,"OEO, Santo Tomas St., Poblacion Ilawod, Dao, Capiz",11.3940224,122.6852422,FALSE,9178887259
Capiz,Dumalag,"Dumalag, Capiz",COMELEC Office Dumalag,"OEO, Taft St., Poblacion, Dumalag, Capiz",11.3042392,122.6214871,FALSE,9194242660
Capiz,Dumarao,"Dumarao, Capiz",COMELEC Office Dumarao,"OEO, Dumarao Sports Complex, Poblacion Ilaya, Dumarao, Capiz",11.2632048,122.6872028,FALSE,9215707220
Capiz,Ivisan,"Ivisan, Capiz",COMELEC Office Ivisan,"OEo, 2nd Floor, Public Market Ticketing Bldg., Poblacion Norte, Ivisan, Capiz",11.521667,122.690833,FALSE,9190083518
Capiz,Jamindan,"Jamindan, Capiz",COMELEC Office Jamindan,"OEO, Cor. San Sebastian St. and 67 Manuel Roxas Avenue, Barangay Poblacion, Jamindan, Capiz",11.4089123,122.5105924,FALSE,9123525767
Capiz,Ma Ayon,"Ma Ayon, Capiz",COMELEC Office Ma Ayon,"OEO, 2nd Floor, National Agencies Bldg., Poblacion Ilaya, Maayon, Capiz",11.3871513,122.7811911,FALSE,9394326986
Capiz,Mambusao,"Mambusao, Capiz",COMELEC Office Mambusao,"OEO, 2nd Floor, Mambusao Government and Business Center, Villareal Highway, Mambusao, Capiz",11.4266817,122.5942299,FALSE,09999921965/ 09173204884
Capiz,Panay,"Panay, Capiz",COMELEC Office Panay,"OEO, Pob. Ilaya, Panay, Capiz",11.5544662,122.7909577,FALSE,09209552469/ 099173235896
Capiz,Panitan,"Panitan, Capiz",COMELEC Office Panitan,"OEO, 2nd Floor, Panitan Cultural Center, Brgy. Poblacion Ilaya, Panitan, Capiz",11.4631934,122.7687618,FALSE,9194077069
Capiz,Pilar,"Pilar, Capiz",COMELEC Office Pilar,"OEO, Ground Floor Annex B Bldg., Municipal Hall, Poblacion, Pilar, Capiz",11.4861234,122.9963607,TRUE,9984122251
Capiz,Pontevedra,"Pontevedra, Capiz",COMELEC Office Pontevedra,"OEO, Municipal Bldg., Rizal St., Pontevedra, Capiz",11.4818484,122.8327477,TRUE,9189627688
Capiz,President Roxas,"President Roxas, Capiz",COMELEC Office President Roxas,"OEO, 2nd Floor Municipal Hall, Poblacion Pres. Roxas, Capiz",11.4307634,122.9264572,TRUE,09480571961/09665769746
Capiz,Roxas City,"Roxas City, Capiz",COMELEC Office Roxas City,"OEO, Roxas City Hall, Arzobispo St., Roxas City",11.5895171,122.7500577,TRUE,9513764674
Capiz,Sapi An,"Sapi An, Capiz",COMELEC Office Sapi An,"OEO, Rizal St., Poblacion, Sapian, Capiz",11.4941867,122.6039848,FALSE,9286297620
Capiz,Sigma,"Sigma, Capiz",COMELEC Office Sigma,"OEO, Sigma Community, Heritage Center, Poblacion Norte, Sigma, Capiz",11.4211672,122.6658275,TRUE,9088981358
Capiz,Tapaz,"Tapaz, Capiz",COMELEC Office Tapaz,"OEO, COMELEC, Municipal Hall Bldg., Poblacion, Tapaz, Capiz",11.2620268,122.5358792,TRUE,9215707220
Catanduanes,Bagamanoc,"Bagamanoc, Catanduanes",COMELEC Office Bagamanoc,"LGUAnnex Building, Ground Floor, Poblacion, Bagamanoc, Catanduanes",13.9396368,124.2878298,FALSE,9106021502
Catanduanes,Baras,"Baras, Catanduanes",COMELEC Office Baras,"Ground Floor, Municipal Hall Building, Eastern Poblacion, Baras, Catanduanes",13.6591045,124.3704682,TRUE,9496415274
Catanduanes,Bato,"Bato, Catanduanes",COMELEC Office Bato,"Libod Poblacion, Bato, Catanduanes",13.6080363,124.2977872,FALSE,09399385856/092866 76742
Catanduanes,Caramoran,"Caramoran, Catanduanes",COMELEC Office Caramoran,"Ground Floor, MultiPurpose Building, Barangay Baybay, Caramo",13.9838351,124.1338718,FALSE,9297709621
Catanduanes,Gigmoto,"Gigmoto, Catanduanes",COMELEC Office Gigmoto,"Post Office Building, Municipal Hall Compound, District II, Gigmoto, Catanduanes",13.7786693,124.3911728,TRUE,9186913632
Catanduanes,Pandan,"Pandan, Catanduanes",COMELEC Office Pandan,"DPWH Building, Rizal Street, Napo, Pandan, Catanduanes",14.0492274,124.1702111,FALSE,9300783436
Catanduanes,Panganiban,"Panganiban, Catanduanes",COMELEC Office Panganiban,"Old Municipal Building, Sta. Maria St., Panganiban, Catanduanes",13.9081518,124.301048,TRUE,09205949544/091298 42787
Catanduanes,San Andres,"San Andres, Catanduanes",COMELEC Office San Andres,"Municipal Hall, Annex Building, San Roque, San Andres, Catanduanes",13.5989151,124.0969685,TRUE,9217466341
Catanduanes,San Miguel,"San Miguel, Catanduanes",COMELEC Office San Miguel,"Ground Floor Municipal Hall, District II, San Miguel, Catanduanes",13.6403293,124.3031092,TRUE,9998814968
Catanduanes,Viga,"Viga, Catanduanes",COMELEC Office Viga,"2nd Floor, Viga Municipal Hall, San Vicente, Viga, Catanduanes",13.8715307,124.3087305,TRUE,09994074829/091517 67472
Catanduanes,Virac,"Virac, Catanduanes",COMELEC Office Virac,"CSU Commercisl Center, along Real Street corner Catanduanes circumferential road, Calatagan, Virac, Catanduanes",13.5808157,124.2310553,FALSE,9194512056
Cavite,Alfonso,"Alfonso, Cavite",COMELEC Office Alfonso,"OEO, Mun. Hall, Alfonso",14.1379142,120.8551616,TRUE,(046) 443-9524
Cavite,Amadeo,"Amadeo, Cavite",COMELEC Office Amadeo,"OEO, Mun. Hall, Amadeo",14.17025299,120.9222437,TRUE,(046) 443-7902/(046) 413-5158 / 09178236396
Cavite,Bacoor City,"Bacoor City, Cavite",COMELEC Office Bacoor City,"3rd Floor, Bacoor Government Center, Molino Blvd., Brgy. Bayanan, Bacoor City",14.43109438,120.9681328,FALSE,(046) 481-4146 / (046) 423-4954
Cavite,Carmona,"Carmona, Cavite",COMELEC Office Carmona,"OEO, Mun. Hall, Carmona",14.31374425,121.0572603,TRUE,(046) 430-3051/ 09298279531
Cavite,Cavite City,"Cavite City, Cavite",COMELEC Office Cavite City,"OEO, Samonte Park, Cavite City",14.48337809,120.9088839,FALSE,(046) 417-4443/ (046)431-0464/ (046)431-1655
Cavite,Dasmariñas City,"Dasmariñas City, Cavite",COMELEC Office Dasmariñas City,"2nd Floor Dasmarinas City Hall, Don P. Campos Ave., Brgy. Zone IV, Dasmarinas City",14.32659833,120.9363942,TRUE,(046) 450-5263/ 09989838207
Cavite,General Emilio Aguinaldo,"General Emilio Aguinaldo, Cavite",COMELEC Office General Emilio Aguinaldo,"OEO, New Mun. Hall, Gen. E. Aguinaldo",14.1745817,120.8088217,TRUE,(046) 443-9151
Cavite,General Mariano Alvarez,"General Mariano Alvarez, Cavite",COMELEC Office General Mariano Alvarez,"OEO, Mun. Hall, GMA",14.29567305,121.00676,TRUE,(046) 443-0990/09171272869/ 09065049901
Cavite,General Trias City,"General Trias City, Cavite",COMELEC Office General Trias City,"OEO, 4th Floor, City Hall, City of General Trias",14.29193552,120.9109933,TRUE,(046) 509-4483/ 09354958299
Cavite,Imus City,"Imus City, Cavite",COMELEC Office Imus City,"OEO, Mun. Hall, Imus",14.42874854,120.9359344,TRUE,
Cavite,Indang,"Indang, Cavite",COMELEC Office Indang,"OEO, Mun. Hall, Indang",14.20281218,120.8753143,TRUE,(046) 423-3852/ 09175531395
Cavite,Kawit,"Kawit, Cavite",COMELEC Office Kawit,"OEO, New Mun. Bldg., Centennial Rd. Batong Dalig, Kawit",14.43179226,120.8950955,TRUE,(046) 434-0896/ 09178875247
Cavite,Magallanes,"Magallanes, Cavite",COMELEC Office Magallanes,"OEO, Mun. Hall, Magallanes",14.1878431,120.7572173,TRUE,9212782969
Cavite,Maragondon,"Maragondon, Cavite",COMELEC Office Maragondon,"OEO, Mun. Hall, Maragondon",14.2741653,120.7353218,TRUE,(046) 412-2512/(046) 412-9701 / 091778274414
Cavite,Mendez,"Mendez, Cavite",COMELEC Office Mendez,"OEO, Mun. Hall, Menzdez",14.12959389,120.905345,TRUE,(046) 423-7348/ 09171673849
Cavite,Naic,"Naic, Cavite",COMELEC Office Naic,"OEO, Mun Hall, Naic",14.32279255,120.7712286,TRUE,9176588813
Cavite,Noveleta,"Noveleta, Cavite",COMELEC Office Noveleta,"OEO, Mun Hall, Noveleta",14.42751752,120.8808395,TRUE,(046) 438-6258/ 09173285686
Cavite,Rosario,"Rosario, Cavite",COMELEC Office Rosario,"OEO, Mun Hall, Rosario",14.41625244,120.8556151,TRUE,(046) 435-8998/ 09175400075
Cavite,Silang,"Silang, Cavite",COMELEC Office Silang,"OEO, GR Poblete Ave. (Nearby CAVSU), Brgy. Biga 1, Silang",14.22341304,120.9746494,FALSE,9178005870
Cavite,Tagaytay City,"Tagaytay City, Cavite",COMELEC Office Tagaytay City,"OEO, City Hall Bldg. Akle St., Kaybagal, South Tagaytay City",14.09939211,120.9382001,TRUE,(046) 413-0072/ 09175500027
Cavite,Tanza,"Tanza, Cavite",COMELEC Office Tanza,"OEO, Mun Hall, Tanza",14.39286017,120.8547374,TRUE,(046) 418-4576/ 09171640621
Cavite,Ternate,"Ternate, Cavite",COMELEC Office Ternate,"OEO, City Hall, Ternate",14.2843201,120.7200511,TRUE,"(046) 412-0164/ (046) 412-1935/Globe-9565617185, TM-09197999150"
Cavite,Trece Martires City,"Trece Martires City, Cavite",COMELEC Office Trece Martires City,"OEO, City Hall, Trece Martires City",14.2550986,120.86563,TRUE,(046) 412-1937/ 09163051447
Cebu,Alcantara,"Alcantara, Cebu",COMELEC Office Alcantara,"G/F Municipal Hall Bldg., Alcantara Cebu",9.970425577,123.4021376,TRUE,9190665437
Cebu,Alcoy,"Alcoy, Cebu",COMELEC Office Alcoy,"Municipal Hall Bldg., Alcoy, Cebu",9.7086113,123.5074111,TRUE,9215798397
Cebu,Alegria,"Alegria, Cebu",COMELEC Office Alegria,"Municipal Hall Bldg., Alegria Cebu",9.729363567,123.3401067,TRUE,0923-169-1380
Cebu,Aloguinsan,"Aloguinsan, Cebu",COMELEC Office Aloguinsan,"Alodome Gym, Poblacion, Argao, Cebu",10.2233141,123.5482955,FALSE,09177022139 / 09238205151
Cebu,Argao,"Argao, Cebu",COMELEC Office Argao,"Municipal Hall Bldg., Polacion, Argao, Cebu",9.881223616,123.6086944,TRUE,9177200756 / 9228505351
Cebu,Asturias,"Asturias, Cebu",COMELEC Office Asturias,"G/F Municipal Hall Bldg., Asturias Cebu",10.56748433,123.7156755,TRUE,9224664306
Cebu,Badian,"Badian, Cebu",COMELEC Office Badian,"2/F Badian Municipal Hall Bldg., Badian Cebu",9.870125003,123.3988328,TRUE,09956378411 / 09226976148
Cebu,Balamban,"Balamban, Cebu",COMELEC Office Balamban,"2/F Kambara Bldg., Balamaban Public Market, Balamaban, Cebu",10.5052829,123.7133084,FALSE,9209043724
Cebu,Bantayan,"Bantayan, Cebu",COMELEC Office Bantayan,"N. Escario St. Brgy., Suba, Bantayan, Cebu",11.16643825,123.7175452,FALSE,9329056846
Cebu,Barili,"Barili, Cebu",COMELEC Office Barili,"Municipal Bldg., L. Abad St., Poblacion, Barili, Cebu",10.11633337,123.5098096,TRUE,09338528104 / 09778033250
Cebu,Bogo City,"Bogo City, Cebu",COMELEC Office Bogo City,"G/F New City Hall Bldg, Bogo City, Cebu",11.0463518,123.9794214,TRUE,0916-6905159
Cebu,Boljoon,"Boljoon, Cebu",COMELEC Office Boljoon,"Oeo, National Highway, Boljoon, Cebu",9.628701121,123.4802208,FALSE,9325682929
Cebu,Borbon,"Borbon, Cebu",COMELEC Office Borbon,"Ground Flr., Municipal Hall, Poblacion, Borbon City",10.8378844,124.0297285,TRUE,9257113864
Cebu,Carcar City,"Carcar City, Cebu",COMELEC Office Carcar City,"Ground Flr., Carcar City Hall, Poblacion 3, Carcar City, Cebu",10.1062939,123.6393625,TRUE,9330338369
Cebu,Carmen,"Carmen, Cebu",COMELEC Office Carmen,"2/F Municipal Hall Bldg., Carmen Cebu",10.58739513,124.017275,TRUE,0917-3200175
Cebu,Catmon,"Catmon, Cebu",COMELEC Office Catmon,"2/F Municipal Hall Bldg., Catmon, Cebu",10.72340167,124.0134585,TRUE,9272231778
Cebu,Cebu City,"Cebu City, Cebu",COMELEC Office Cebu City,"Suite 103, Wdc Bldg., Osmena Blvd, Cebu City",10.29283881,123.9015565,FALSE,0917-722-9388
Cebu,Compostela,"Compostela, Cebu",COMELEC Office Compostela,"G/F Annex Bldg., Compostela, Cebu",10.45383485,124.0124845,FALSE,9291200428
Cebu,Consolacion,"Consolacion, Cebu",COMELEC Office Consolacion,"G/F Municipal Hall, Brgy Poblacion Occidental, Consolacion, Cebu",10.37549062,123.9571113,TRUE,0917-1535984
Cebu,Cordova,"Cordova, Cebu",COMELEC Office Cordova,"2/F Municipal Hall Bldg., Codova, Cebu",10.25223823,123.9498117,TRUE,0922-5473824
Cebu,Daanbantayan,"Daanbantayan, Cebu",COMELEC Office Daanbantayan,"2/F Legislative Bldg., M.J. Cuenco St., Poblacion, Daanbantayan, Cebu",11.25032819,123.9982968,FALSE,09223174470 / 09663189822
Cebu,Dalaguete,"Dalaguete, Cebu",COMELEC Office Dalaguete,"Senior Citizen Center,Fr. Sarmiento St., Poblacion, Dalaguete Cebu",9.761896777,123.532915,FALSE,0922 850 5291 / 09277369101
Cebu,Dumanjug,"Dumanjug, Cebu",COMELEC Office Dumanjug,"Legislative Bldg., Poblacion Central, Dumanjug,Cebu",10.05709247,123.4359126,FALSE,9328744211/09171826054
Cebu,Ginatilan,"Ginatilan, Cebu",COMELEC Office Ginatilan,"D. Jabaga St., Poblacion, Ginatilan, Cebu",9.570119693,123.3118772,FALSE,09234783986/09569076839
Cebu,Lapulapu City,"Lapulapu City, Cebu",COMELEC Office Lapulapu City,"2/F City Hall Bldg., Pusok, Lapulapu City, Cebu",10.31646488,123.965225,TRUE,9278782790
Cebu,Liloan,"Liloan, Cebu",COMELEC Office Liloan,"Municipal Bldg., Rizal St., Poblacion, Cebu",10.39969968,123.999486,TRUE,09338252989 / 09176226084
Cebu,Madridejos,"Madridejos, Cebu",COMELEC Office Madridejos,"Madridejos Municipal Ground, Villacarlos St., Poblacion, Madridejos, Cebu",11.2963278,123.7329966,TRUE,9223673387
Cebu,Malabuyoc,"Malabuyoc, Cebu",COMELEC Office Malabuyoc,"Oeo, Gahawon,Poblacion Ii, Malabuyoc, Cebu",9.6516166,123.3276659,FALSE,9234380475
Cebu,Mandaue City,"Mandaue City, Cebu",COMELEC Office Mandaue City,"3/F Mandaue Cultural Center And Sports Complex, Nra, Mandaue City, Cebu",10.3269049,123.9427295,FALSE,0998-5546700
Cebu,Medellin,"Medellin, Cebu",COMELEC Office Medellin,"2Nd Floor, Market Administration Bldg, New Medellin Estate Subd., Medellin, Cebu",11.12832024,123.9612818,FALSE,9950739369
Cebu,Minglanilla,"Minglanilla, Cebu",COMELEC Office Minglanilla,"2/F Municipal Hall Bldg., Minglanilla, Cebu",10.2459742,123.7954803,TRUE,9999019751
Cebu,Moalboal,"Moalboal, Cebu",COMELEC Office Moalboal,"2Nd Floor, Municipal Bldg., Poblacion West, Moalboal, Cebu",9.936778087,123.391998,TRUE,SUN-09325005011/GLOBE- 09151657197
Cebu,Naga City,"Naga City, Cebu",COMELEC Office Naga City,"Ecac Bldg, East Poblacion, Naga City, Cebu",10.20788788,123.7594554,FALSE,9173067536
Cebu,Oslob,"Oslob, Cebu",COMELEC Office Oslob,"2/F Municipal Hall Bldg., Oslob, Cebu",9.5212306,123.4325099,TRUE,9430838355
Cebu,Pilar,"Pilar, Cebu",COMELEC Office Pilar,"Upper Poblacion, Pilar, Cebu",10.80647605,124.5651351,FALSE,09278640851 / 09208778735
Cebu,Pinamungajan,"Pinamungajan, Cebu",COMELEC Office Pinamungajan,"Multi-Purpose Bldg. (tapad sa Municipal Auditorium), Pimamungajan, Cebu",10.27004875,123.5842803,TRUE,468-9674
Cebu,Poro,"Poro, Cebu",COMELEC Office Poro,"Municipal Hall Bldg., Poro, Cebu",10.62904187,124.4075395,TRUE,0922 969 0969
Cebu,Ronda,"Ronda, Cebu",COMELEC Office Ronda,"G/F Municipal Hall, Poblacion, Ronda, Cebu",10.0008637,123.4092789,TRUE,09232794752 / 09561096989
Cebu,Samboan,"Samboan, Cebu",COMELEC Office Samboan,"2/F Municipal Hall Bldg., Poblacion, Samboan, Cebu",9.5284154,123.3063308,TRUE,9234566154
Cebu,San Fernando,"San Fernando, Cebu",COMELEC Office San Fernando,"G/F Municipal Hall Bldg., San Fernando, Cebu",10.16256972,123.7072967,TRUE,9169392864
Cebu,San Francisco,"San Francisco, Cebu",COMELEC Office San Francisco,"Municipal Hall Bldg., Northern Poblacion, San Francisco, Cebu",10.64601804,124.3822974,TRUE,09206224207 / 09777778984
Cebu,San Remigio,"San Remigio, Cebu",COMELEC Office San Remigio,"G/F Municipal Hall, San Remigio, Cebu",11.08384719,123.9373074,TRUE,0920 492 6651
Cebu,Santa Fe,"Santa Fe, Cebu",COMELEC Office Santa Fe,"G/F Santa Fe Municipal Hall, Pooc Santa Fe, Cebu",11.1555159,123.805042,TRUE,9255055231
Cebu,Santander,"Santander, Cebu",COMELEC Office Santander,"Municipal Hall Bldg., Poblacion, Santander, Cebu",9.4172947,123.3350529,TRUE,0933 059 6780 / 0977 377 3817
Cebu,Sibonga,"Sibonga, Cebu",COMELEC Office Sibonga,"G/F Annex Bldg., Poblacion, Sibonga, Cebu",10.01719667,123.6211323,FALSE,9778017410
Cebu,Sogod,"Sogod, Cebu",COMELEC Office Sogod,"Municipal Bldg., Poblacion, Sogod, Cebu",10.74714465,124.0044227,TRUE,9173285624
